Book,Chapter,Verse,Original_User_Text,Authoritative_Text,Replaced
Genesis,31,44,ועתה לכה נכרתה ברית אני ואתה והיה לעד ביני ובינך,ועתה לכה נכרתה ברית אני ואתה והיה לעד ביני ובינך,NO
Genesis,31,45,ויקח יעקב אבן וירימה מצבה,ויקח יעקב אבן וירימה מצבה,NO
Genesis,31,46,ויאמר יעקב לאחיו לקטו אבנים ויקחו אבנים ויעשו גל ויאכלו שם על הגל,ויאמר יעקב לאחיו לקטו אבנים ויקחו אבנים ויעשו גל ויאכלו שם על הגל,NO
Genesis,31,47,ויקרא לו לבן יגר שהדותא ויעקב קרא לו גלעד,ויקרא לו לבן יגר שהדותא ויעקב קרא לו גלעד,NO
Genesis,31,48,ויאמר לבן הגל הזה עד ביני ובינך היום על כן קרא שמו גלעד,ויאמר לבן הגל הזה עד ביני ובינך היום על כן קרא שמו גלעד,NO
Genesis,31,49,והמצפה אשר אמר יצף יהוה ביני ובינך כי נסתר איש מרעהו,והמצפה אשר אמר יצף יהוה ביני ובינך כי נסתר איש מרעהו,NO
Genesis,31,50,אם תענה את בנתי ואם תקח נשים על בנתי אין איש עמנו ראה אלהים עד ביני ובינך,אם תענה את בנתי ואם תקח נשים על בנתי אין איש עמנו ראה אלהים עד ביני ובינך,NO
Genesis,31,51,ויאמר לבן ליעקב הנה הגל הזה והנה המצבה אשר יריתי ביני ובינך,ויאמר לבן ליעקב הנה הגל הזה והנה המצבה אשר יריתי ביני ובינך,NO
Genesis,31,52,עד הגל הזה ועדה המצבה אם אני לא אעבר אליך את הגל הזה ואם אתה לא תעבר אלי את הגל הזה ואת המצבה הזאת לרעה,עד הגל הזה ועדה המצבה אם אני לא אעבר אליך את הגל הזה ואם אתה לא תעבר אלי את הגל הזה ואת המצבה הזאת לרעה,NO
Genesis,31,53,אלהי אברהם ואלהי נחור ישפטו בינינו אלהי אביהם וישבע יעקב בפחד אביו יצחק,אלהי אברהם ואלהי נחור ישפטו בינינו אלהי אביהם וישבע יעקב בפחד אביו יצחק,NO
Genesis,31,54,ויזבח יעקב זבח בהר ויקרא לאחיו לאכל לחם ויאכלו לחם וילינו בהר,ויזבח יעקב זבח בהר ויקרא לאחיו לאכל לחם ויאכלו לחם וילינו בהר,NO
Genesis,32,1,וישכם לבן בבקר וינשק לבניו ולבנותיו ויברך אתהם וילך וישב לבן למקמו,וישכם לבן בבקר וינשק לבניו ולבנותיו ויברך אתהם וילך וישב לבן למקמו,NO
Genesis,32,2,ויעקב הלך לדרכו ויפגעו בו מלאכי אלהים,ויעקב הלך לדרכו ויפגעו בו מלאכי אלהים,NO
Genesis,32,3,ויאמר יעקב כאשר ראם מחנה אלהים זה ויקרא שם המקום ההוא מחנים,ויאמר יעקב כאשר ראם מחנה אלהים זה ויקרא שם המקום ההוא מחנים,NO
Genesis,32,4,וישלח יעקב מלאכים לפניו אל עשו אחיו ארצה שעיר שדה אדום,וישלח יעקב מלאכים לפניו אל עשו אחיו ארצה שעיר שדה אדום,NO
Genesis,32,5,ויצו אתם לאמר כה תאמרון לאדני לעשו כה אמר עבדך יעקב עם לבן גרתי ואחר עד עתה,ויצו אתם לאמר כה תאמרון לאדני לעשו כה אמר עבדך יעקב עם לבן גרתי ואחר עד עתה,NO
Genesis,32,6,ויהי לי שור וחמור צאן ועבד ושפחה ואשלחה להגיד לאדני למצא חן בעיניך,ויהי לי שור וחמור צאן ועבד ושפחה ואשלחה להגיד לאדני למצא חן בעיניך,NO
Genesis,32,7,וישבו המלאכים אל יעקב לאמר באנו אל אחיך אל עשו וגם הלך לקראתך וארבע מאות איש עמו,וישבו המלאכים אל יעקב לאמר באנו אל אחיך אל עשו וגם הלך לקראתך וארבע מאות איש עמו,NO
Genesis,32,8,ויירא יעקב מאד ויצר לו ויחץ את העם אשר אתו ואת הצאן ואת הבקר והגמלים לשני מחנות,ויירא יעקב מאד ויצר לו ויחץ את העם אשר אתו ואת הצאן ואת הבקר והגמלים לשני מחנות,NO
Genesis,32,9,ויאמר אם יבוא עשו אל המחנה האחת והכהו והיה המחנה הנשאר לפליטה,ויאמר אם יבוא עשו אל המחנה האחת והכהו והיה המחנה הנשאר לפליטה,NO
Genesis,32,10,ויאמר יעקב אלהי אבי אברהם ואלהי אבי יצחק יהוה האמר אלי שוב לארצך ולמולדתך ואיטיבה עמך,ויאמר יעקב אלהי אבי אברהם ואלהי אבי יצחק יהוה האמר אלי שוב לארצך ולמולדתך ואיטיבה עמך,NO
Genesis,32,11,קטנתי מכל החסדים ומכל האמת אשר עשית את עבדך כי במקלי עברתי את הירדן הזה ועתה הייתי לשני מחנות,קטנתי מכל החסדים ומכל האמת אשר עשית את עבדך כי במקלי עברתי את הירדן הזה ועתה הייתי לשני מחנות,NO
Genesis,32,12,הצילני נא מיד אחי מיד עשו כי ירא אנכי אתו פן יבוא והכני אם על בנים,הצילני נא מיד אחי מיד עשו כי ירא אנכי אתו פן יבוא והכני אם על בנים,NO
Genesis,32,13,ואתה אמרת היטב איטיב עמך ושמתי את זרעך כחול הים אשר לא יספר מרב,ואתה אמרת היטב איטיב עמך ושמתי את זרעך כחול הים אשר לא יספר מרב,NO
Genesis,32,14,וילן שם בלילה ההוא ויקח מן הבא בידו מנחה לעשו אחיו,וילן שם בלילה ההוא ויקח מן הבא בידו מנחה לעשו אחיו,NO
Genesis,32,15,עזים מאתים ותישים עשרים רחלים מאתים ואילים עשרים,עזים מאתים ותישים עשרים רחלים מאתים ואילים עשרים,NO
Genesis,32,16,גמלים מיניקות ובניהם שלשים פרות ארבעים ופרים עשרה אתנת עשרים ועירם עשרה,גמלים מיניקות ובניהם שלשים פרות ארבעים ופרים עשרה אתנת עשרים ועירם עשרה,NO
Genesis,32,17,ויתן ביד עבדיו עדר עדר לבדו ויאמר אל עבדיו עברו לפני ורוח תשימו בין עדר ובין עדר,ויתן ביד עבדיו עדר עדר לבדו ויאמר אל עבדיו עברו לפני ורוח תשימו בין עדר ובין עדר,NO
Genesis,32,18,ויצו את הראשון לאמר כי יפגשך עשו אחי ושאלך לאמר למי אתה ואנה תלך ולמי אלה לפניך,ויצו את הראשון לאמר כי יפגשך עשו אחי ושאלך לאמר למי אתה ואנה תלך ולמי אלה לפניך,NO
Genesis,32,19,ואמרת לעבדך ליעקב מנחה הוא שלוחה לאדני לעשו והנה גם הוא אחרינו,ואמרת לעבדך ליעקב מנחה הוא שלוחה לאדני לעשו והנה גם הוא אחרינו,NO
Genesis,32,20,ויצו גם את השני גם את השלישי גם את כל ההלכים אחרי העדרים לאמר כדבר הזה תדברון אל עשו במצאכם אתו,ויצו גם את השני גם את השלישי גם את כל ההלכים אחרי העדרים לאמר כדבר הזה תדברון אל עשו במצאכם אתו,NO
Genesis,32,21,ואמרתם גם הנה עבדך יעקב אחרינו כי אמר אכפרה פניו במנחה ההלכת לפני ואחרי כן אראה פניו אולי ישא פני,ואמרתם גם הנה עבדך יעקב אחרינו כי אמר אכפרה פניו במנחה ההלכת לפני ואחרי כן אראה פניו אולי ישא פני,NO
Genesis,32,22,ותעבר המנחה על פניו והוא לן בלילה ההוא במחנה,ותעבר המנחה על פניו והוא לן בלילה ההוא במחנה,NO
Genesis,32,23,ויקם בלילה הוא ויקח את שתי נשיו ואת שתי שפחתיו ואת אחד עשר ילדיו ויעבר את מעבר יבק,ויקם בלילה הוא ויקח את שתי נשיו ואת שתי שפחתיו ואת אחד עשר ילדיו ויעבר את מעבר יבק,NO
Genesis,32,24,ויקחם ויעברם את הנחל ויעבר את אשר לו,ויקחם ויעברם את הנחל ויעבר את אשר לו,NO
Genesis,32,25,ויותר יעקב לבדו ויאבק איש עמו עד עלות השחר,ויותר יעקב לבדו ויאבק איש עמו עד עלות השחר,NO
Genesis,32,26,וירא כי לא יכל לו ויגע בכף ירכו ותקע כף ירך יעקב בהאבקו עמו,וירא כי לא יכל לו ויגע בכף ירכו ותקע כף ירך יעקב בהאבקו עמו,NO
Genesis,32,27,ויאמר שלחני כי עלה השחר ויאמר לא אשלחך כי אם ברכתני,ויאמר שלחני כי עלה השחר ויאמר לא אשלחך כי אם ברכתני,NO
Genesis,32,28,ויאמר אליו מה שמך ויאמר יעקב,ויאמר אליו מה שמך ויאמר יעקב,NO
Genesis,32,29,ויאמר לא יעקב יאמר עוד שמך כי אם ישראל כי שרית עם אלהים ועם אנשים ותוכל,ויאמר לא יעקב יאמר עוד שמך כי אם ישראל כי שרית עם אלהים ועם אנשים ותוכל,NO
Genesis,32,30,וישאל יעקב ויאמר הגידה נא שמך ויאמר למה זה תשאל לשמי ויברך אתו שם,וישאל יעקב ויאמר הגידה נא שמך ויאמר למה זה תשאל לשמי ויברך אתו שם,NO
Genesis,32,31,ויקרא יעקב שם המקום פניאל כי ראיתי אלהים פנים אל פנים ותנצל נפשי,ויקרא יעקב שם המקום פניאל כי ראיתי אלהים פנים אל פנים ותנצל נפשי,NO
Genesis,32,32,ויזרח לו השמש כאשר עבר את פנואל והוא צלע על ירכו,ויזרח לו השמש כאשר עבר את פנואל והוא צלע על ירכו,NO
Genesis,32,33,על כן לא יאכלו בני ישראל את גיד הנשה אשר על כף הירך עד היום הזה כי נגע בכף ירך יעקב בגיד הנשה,על כן לא יאכלו בני ישראל את גיד הנשה אשר על כף הירך עד היום הזה כי נגע בכף ירך יעקב בגיד הנשה,NO
Genesis,33,1,וישא יעקב עיניו וירא והנה עשו בא ועמו ארבע מאות איש ויחץ את הילדים על לאה ועל רחל ועל שתי השפחות,וישא יעקב עיניו וירא והנה עשו בא ועמו ארבע מאות איש ויחץ את הילדים על לאה ועל רחל ועל שתי השפחות,NO
Genesis,33,2,וישם את השפחות ואת ילדיהן ראשנה ואת לאה וילדיה אחרנים ואת רחל ואת יוסף אחרנים,וישם את השפחות ואת ילדיהן ראשנה ואת לאה וילדיה אחרנים ואת רחל ואת יוסף אחרנים,NO
Genesis,33,3,והוא עבר לפניהם וישתחו ארצה שבע פעמים עד גשתו עד אחיו,והוא עבר לפניהם וישתחו ארצה שבע פעמים עד גשתו עד אחיו,NO
Genesis,33,4,וירץ עשו לקראתו ויחבקהו ויפל על צוארו וישקהו ויבכו,וירץ עשו לקראתו ויחבקהו ויפל על צוארו וישקהו ויבכו,NO
Genesis,33,5,וישא את עיניו וירא את הנשים ואת הילדים ויאמר מי אלה לך ויאמר הילדים אשר חנן אלהים את עבדך,וישא את עיניו וירא את הנשים ואת הילדים ויאמר מי אלה לך ויאמר הילדים אשר חנן אלהים את עבדך,NO
Genesis,33,6,ותגשן השפחות הנה וילדיהן ותשתחוין,ותגשן השפחות הנה וילדיהן ותשתחוין,NO
Genesis,33,7,ותגש גם לאה וילדיה וישתחוו ואחר נגש יוסף ורחל וישתחוו,ותגש גם לאה וילדיה וישתחוו ואחר נגש יוסף ורחל וישתחוו,NO
Genesis,33,8,ויאמר מי לך כל המחנה הזה אשר פגשתי ויאמר למצא חן בעיני אדני,ויאמר מי לך כל המחנה הזה אשר פגשתי ויאמר למצא חן בעיני אדני,NO
Genesis,33,9,ויאמר עשו יש לי רב אחי יהי לך אשר לך,ויאמר עשו יש לי רב אחי יהי לך אשר לך,NO
Genesis,33,10,ויאמר יעקב אל נא אם נא מצאתי חן בעיניך ולקחת מנחתי מידי כי על כן ראיתי פניך כראת פני אלהים ותרצני,ויאמר יעקב אל נא אם נא מצאתי חן בעיניך ולקחת מנחתי מידי כי על כן ראיתי פניך כראת פני אלהים ותרצני,NO
Genesis,33,11,קח נא את ברכתי אשר הבאת לך כי חנני אלהים וכי יש לי כל ויפצר בו ויקח,קח נא את ברכתי אשר הבאת לך כי חנני אלהים וכי יש לי כל ויפצר בו ויקח,NO
Genesis,33,12,ויאמר נסעה ונלכה ואלכה לנגדך,ויאמר נסעה ונלכה ואלכה לנגדך,NO
Genesis,33,13,ויאמר אליו אדני ידע כי הילדים רכים והצאן והבקר עלות עלי ודפקום יום אחד ומתו כל הצאן,ויאמר אליו אדני ידע כי הילדים רכים והצאן והבקר עלות עלי ודפקום יום אחד ומתו כל הצאן,NO
Genesis,33,14,יעבר נא אדני לפני עבדו ואני אתנהלה לאטי לרגל המלאכה אשר לפני ולרגל הילדים עד אשר אבא אל אדני שעירה,יעבר נא אדני לפני עבדו ואני אתנהלה לאטי לרגל המלאכה אשר לפני ולרגל הילדים עד אשר אבא אל אדני שעירה,NO
Genesis,33,15,ויאמר עשו אציגה נא עמך מן העם אשר אתי ויאמר למה זה אמצא חן בעיני אדני,ויאמר עשו אציגה נא עמך מן העם אשר אתי ויאמר למה זה אמצא חן בעיני אדני,NO
Genesis,33,16,וישב ביום ההוא עשו לדרכו שעירה,וישב ביום ההוא עשו לדרכו שעירה,NO
Genesis,33,17,ויעקב נסע סכתה ויבן לו בית ולמקנהו עשה סכת על כן קרא שם המקום סכות,ויעקב נסע סכתה ויבן לו בית ולמקנהו עשה סכת על כן קרא שם המקום סכות,NO
Genesis,33,18,ויבא יעקב שלם עיר שכם אשר בארץ כנען בבאו מפדן ארם ויחן את פני העיר,ויבא יעקב שלם עיר שכם אשר בארץ כנען בבאו מפדן ארם ויחן את פני העיר,NO
Genesis,33,19,ויקן את חלקת השדה אשר נטה שם אהלו מיד בני חמור אבי שכם במאה קשיטה,ויקן את חלקת השדה אשר נטה שם אהלו מיד בני חמור אבי שכם במאה קשיטה,NO
Genesis,33,20,ויצב שם מזבח ויקרא לו אל אלהי ישראל,ויצב שם מזבח ויקרא לו אל אלהי ישראל,NO
Genesis,34,1,ותצא דינה בת לאה אשר ילדה ליעקב לראות בבנות הארץ,ותצא דינה בת לאה אשר ילדה ליעקב לראות בבנות הארץ,NO
Genesis,34,2,וירא אתה שכם בן חמור החוי נשיא הארץ ויקח אתה וישכב אתה ויענה,וירא אתה שכם בן חמור החוי נשיא הארץ ויקח אתה וישכב אתה ויענה,NO
Genesis,34,3,ותדבק נפשו בדינה בת יעקב ויאהב את הנער וידבר על לב הנער,ותדבק נפשו בדינה בת יעקב ויאהב את הנער וידבר על לב הנער,NO
Genesis,34,4,ויאמר שכם אל חמור אביו לאמר קח לי את הילדה הזאת לאשה,ויאמר שכם אל חמור אביו לאמר קח לי את הילדה הזאת לאשה,NO
Genesis,34,5,ויעקב שמע כי טמא את דינה בתו ובניו היו את מקנהו בשדה והחרש יעקב עד באם,ויעקב שמע כי טמא את דינה בתו ובניו היו את מקנהו בשדה והחרש יעקב עד באם,NO
Genesis,34,6,ויצא חמור אבי שכם אל יעקב לדבר אתו,ויצא חמור אבי שכם אל יעקב לדבר אתו,NO
Genesis,34,7,ובני יעקב באו מן השדה כשמעם ויתעצבו האנשים ויחר להם מאד כי נבלה עשה בישראל לשכב את בת יעקב וכן לא יעשה,ובני יעקב באו מן השדה כשמעם ויתעצבו האנשים ויחר להם מאד כי נבלה עשה בישראל לשכב את בת יעקב וכן לא יעשה,NO
Genesis,34,8,וידבר חמור אתם לאמר שכם בני חשקה נפשו בבתכם תנו נא אתה לו לאשה,וידבר חמור אתם לאמר שכם בני חשקה נפשו בבתכם תנו נא אתה לו לאשה,NO
Genesis,34,9,והתחתנו אתנו בנתיכם תתנו לנו ואת בנתינו תקחו לכם,והתחתנו אתנו בנתיכם תתנו לנו ואת בנתינו תקחו לכם,NO
Genesis,34,10,ואתנו תשבו והארץ תהיה לפניכם שבו וסחרוה והאחזו בה,ואתנו תשבו והארץ תהיה לפניכם שבו וסחרוה והאחזו בה,NO
Genesis,34,11,ויאמר שכם אל אביה ואל אחיה אמצא חן בעיניכם ואשר תאמרו אלי אתן,ויאמר שכם אל אביה ואל אחיה אמצא חן בעיניכם ואשר תאמרו אלי אתן,NO
Genesis,34,12,הרבו עלי מאד מהר ומתן ואתנה כאשר תאמרו אלי ותנו לי את הנער לאשה,הרבו עלי מאד מהר ומתן ואתנה כאשר תאמרו אלי ותנו לי את הנער לאשה,NO
Genesis,34,13,ויענו בני יעקב את שכם ואת חמור אביו במרמה וידברו אשר טמא את דינה אחתם,ויענו בני יעקב את שכם ואת חמור אביו במרמה וידברו אשר טמא את דינה אחתם,NO
Genesis,34,14,ויאמרו אליהם לא נוכל לעשות הדבר הזה לתת את אחתנו לאיש אשר לו ערלה כי חרפה הוא לנו,ויאמרו אליהם לא נוכל לעשות הדבר הזה לתת את אחתנו לאיש אשר לו ערלה כי חרפה הוא לנו,NO
Genesis,34,15,אך בזאת נאות לכם אם תהיו כמנו להמל לכם כל זכר,אך בזאת נאות לכם אם תהיו כמנו להמל לכם כל זכר,NO
Genesis,34,16,ונתנו את בנתינו לכם ואת בנתיכם נקח לנו וישבנו אתכם והיינו לעם אחד,ונתנו את בנתינו לכם ואת בנתיכם נקח לנו וישבנו אתכם והיינו לעם אחד,NO
Genesis,34,17,ואם לא תשמעו אלינו להמול ולקחנו את בתנו והלכנו,ואם לא תשמעו אלינו להמול ולקחנו את בתנו והלכנו,NO
Genesis,34,18,וייטבו דבריהם בעיני חמור ובעיני שכם בן חמור,וייטבו דבריהם בעיני חמור ובעיני שכם בן חמור,NO
Genesis,34,19,ולא אחר הנער לעשות הדבר כי חפץ בבת יעקב והוא נכבד מכל בית אביו,ולא אחר הנער לעשות הדבר כי חפץ בבת יעקב והוא נכבד מכל בית אביו,NO
Genesis,34,20,ויבא חמור ושכם בנו אל שער עירם וידברו אל אנשי עירם לאמר,ויבא חמור ושכם בנו אל שער עירם וידברו אל אנשי עירם לאמר,NO
Genesis,34,21,האנשים האלה שלמים הם אתנו וישבו בארץ ויסחרו אתה והארץ הנה רחבת ידים לפניהם את בנתם נקח לנו לנשים ואת בנתינו נתן להם,האנשים האלה שלמים הם אתנו וישבו בארץ ויסחרו אתה והארץ הנה רחבת ידים לפניהם את בנתם נקח לנו לנשים ואת בנתינו נתן להם,NO
Genesis,34,22,אך בזאת יאתו לנו האנשים לשבת אתנו להיות לעם אחד בהמול לנו כל זכר כאשר הם נמלים,אך בזאת יאתו לנו האנשים לשבת אתנו להיות לעם אחד בהמול לנו כל זכר כאשר הם נמלים,NO
Genesis,34,23,מקנהם וקנינם וכל בהמתם הלוא לנו הם אך נאותה להם וישבו אתנו,מקנהם וקנינם וכל בהמתם הלוא לנו הם אך נאותה להם וישבו אתנו,NO
Genesis,34,24,וישמעו אל חמור ואל שכם בנו כל יצאי שער עירו וימלו כל זכר כל יצאי שער עירו,וישמעו אל חמור ואל שכם בנו כל יצאי שער עירו וימלו כל זכר כל יצאי שער עירו,NO
Genesis,34,25,ויהי ביום השלישי בהיותם כאבים ויקחו שני בני יעקב שמעון ולוי אחי דינה איש חרבו ויבאו על העיר בטח ויהרגו כל זכר,ויהי ביום השלישי בהיותם כאבים ויקחו שני בני יעקב שמעון ולוי אחי דינה איש חרבו ויבאו על העיר בטח ויהרגו כל זכר,NO
Genesis,34,26,ואת חמור ואת שכם בנו הרגו לפי חרב ויקחו את דינה מבית שכם ויצאו,ואת חמור ואת שכם בנו הרגו לפי חרב ויקחו את דינה מבית שכם ויצאו,NO
Genesis,34,27,בני יעקב באו על החללים ויבזו העיר אשר טמאו אחותם,בני יעקב באו על החללים ויבזו העיר אשר טמאו אחותם,NO
Genesis,34,28,את צאנם ואת בקרם ואת חמריהם ואת אשר בעיר ואת אשר בשדה לקחו,את צאנם ואת בקרם ואת חמריהם ואת אשר בעיר ואת אשר בשדה לקחו,NO
Genesis,34,29,ואת כל חילם ואת כל טפם ואת נשיהם שבו ויבזו ואת כל אשר בבית,ואת כל חילם ואת כל טפם ואת נשיהם שבו ויבזו ואת כל אשר בבית,NO
Genesis,34,30,ויאמר יעקב אל שמעון ואל לוי עכרתם אתי להבאישני בישב הארץ בכנעני ובפרזי ואני מתי מספר ונאספו עלי והכוני ונשמדתי אני וביתי,ויאמר יעקב אל שמעון ואל לוי עכרתם אתי להבאישני בישב הארץ בכנעני ובפרזי ואני מתי מספר ונאספו עלי והכוני ונשמדתי אני וביתי,NO
Genesis,34,31,ויאמרו הכזונה יעשה את אחותנו,ויאמרו הכזונה יעשה את אחותנו,NO
Genesis,35,1,ויאמר אלהים אל יעקב קום עלה בית אל ושב שם ועשה שם מזבח לאל הנראה אליך בברחך מפני עשו אחיך,ויאמר אלהים אל יעקב קום עלה בית אל ושב שם ועשה שם מזבח לאל הנראה אליך בברחך מפני עשו אחיך,NO
Genesis,35,2,ויאמר יעקב אל ביתו ואל כל אשר עמו הסרו את אלהי הנכר אשר בתככם והטהרו והחליפו שמלתיכם,ויאמר יעקב אל ביתו ואל כל אשר עמו הסרו את אלהי הנכר אשר בתככם והטהרו והחליפו שמלתיכם,NO
Genesis,35,3,ונקומה ונעלה בית אל ואעשה שם מזבח לאל הענה אתי ביום צרתי ויהי עמדי בדרך אשר הלכתי,ונקומה ונעלה בית אל ואעשה שם מזבח לאל הענה אתי ביום צרתי ויהי עמדי בדרך אשר הלכתי,NO
Genesis,35,4,ויתנו אל יעקב את כל אלהי הנכר אשר בידם ואת הנזמים אשר באזניהם ויטמן אתם יעקב תחת האלה אשר עם שכם,ויתנו אל יעקב את כל אלהי הנכר אשר בידם ואת הנזמים אשר באזניהם ויטמן אתם יעקב תחת האלה אשר עם שכם,NO
Genesis,35,5,ויסעו ויהי חתת אלהים על הערים אשר סביבתיהם ולא רדפו אחרי בני יעקב,ויסעו ויהי חתת אלהים על הערים אשר סביבתיהם ולא רדפו אחרי בני יעקב,NO
Genesis,35,6,ויבא יעקב לוזה אשר בארץ כנען הוא בית אל הוא וכל העם אשר עמו,ויבא יעקב לוזה אשר בארץ כנען הוא בית אל הוא וכל העם אשר עמו,NO
Genesis,35,7,ויבן שם מזבח ויקרא למקום אל בית אל כי שם נגלו אליו האלהים בברחו מפני אחיו,ויבן שם מזבח ויקרא למקום אל בית אל כי שם נגלו אליו האלהים בברחו מפני אחיו,NO
Genesis,35,8,ותמת דברה מינקת רבקה ותקבר מתחת לבית אל תחת האלון ויקרא שמו אלון בכות,ותמת דברה מינקת רבקה ותקבר מתחת לבית אל תחת האלון ויקרא שמו אלון בכות,NO
Genesis,35,9,וירא אלהים אל יעקב עוד בבאו מפדן ארם ויברך אתו,וירא אלהים אל יעקב עוד בבאו מפדן ארם ויברך אתו,NO
Genesis,35,10,ויאמר לו אלהים שמך יעקב לא יקרא שמך עוד יעקב כי אם ישראל יהיה שמך ויקרא את שמו ישראל,ויאמר לו אלהים שמך יעקב לא יקרא שמך עוד יעקב כי אם ישראל יהיה שמך ויקרא את שמו ישראל,NO
Genesis,35,11,ויאמר לו אלהים אני אל שדי פרה ורבה גוי וקהל גוים יהיה ממך ומלכים מחלציך יצאו,ויאמר לו אלהים אני אל שדי פרה ורבה גוי וקהל גוים יהיה ממך ומלכים מחלציך יצאו,NO
Genesis,35,12,ואת הארץ אשר נתתי לאברהם וליצחק לך אתננה ולזרעך אחריך אתן את הארץ,ואת הארץ אשר נתתי לאברהם וליצחק לך אתננה ולזרעך אחריך אתן את הארץ,NO
Genesis,35,13,ויעל מעליו אלהים במקום אשר דבר אתו,ויעל מעליו אלהים במקום אשר דבר אתו,NO
Genesis,35,14,ויצב יעקב מצבה במקום אשר דבר אתו מצבת אבן ויסך עליה נסך ויצק עליה שמן,ויצב יעקב מצבה במקום אשר דבר אתו מצבת אבן ויסך עליה נסך ויצק עליה שמן,NO
Genesis,35,15,ויקרא יעקב את שם המקום אשר דבר אתו שם אלהים בית אל,ויקרא יעקב את שם המקום אשר דבר אתו שם אלהים בית אל,NO
Genesis,35,16,ויסעו מבית אל ויהי עוד כברת הארץ לבוא אפרתה ותלד רחל ותקש בלדתה,ויסעו מבית אל ויהי עוד כברת הארץ לבוא אפרתה ותלד רחל ותקש בלדתה,NO
Genesis,35,17,ויהי בהקשתה בלדתה ותאמר לה המילדת אל תיראי כי גם זה לך בן,ויהי בהקשתה בלדתה ותאמר לה המילדת אל תיראי כי גם זה לך בן,NO
Genesis,35,18,ויהי בצאת נפשה כי מתה ותקרא שמו בן אוני ואביו קרא לו בנימין,ויהי בצאת נפשה כי מתה ותקרא שמו בן אוני ואביו קרא לו בנימין,NO
Genesis,35,19,ותמת רחל ותקבר בדרך אפרתה הוא בית לחם,ותמת רחל ותקבר בדרך אפרתה הוא בית לחם,NO
Genesis,35,20,ויצב יעקב מצבה על קברתה הוא מצבת קברת רחל עד היום,ויצב יעקב מצבה על קברתה הוא מצבת קברת רחל עד היום,NO
Genesis,35,21,ויסע ישראל ויט אהלה מהלאה למגדל עדר,ויסע ישראל ויט אהלה מהלאה למגדל עדר,NO
Genesis,35,22,ויהי בשכן ישראל בארץ ההוא וילך ראובן וישכב את בלהה פילגש אביו וישמע ישראל ויהיו בני יעקב שנים עשר,ויהי בשכן ישראל בארץ ההוא וילך ראובן וישכב את בלהה פילגש אביו וישמע ישראל ויהיו בני יעקב שנים עשר,NO
Genesis,35,23,בני לאה בכור יעקב ראובן ושמעון ולוי ויהודה ויששכר וזבולן,בני לאה בכור יעקב ראובן ושמעון ולוי ויהודה ויששכר וזבולן,NO
Genesis,35,24,בני רחל יוסף ובנימן,בני רחל יוסף ובנימן,NO
Genesis,35,25,ובני בלהה שפחת רחל דן ונפתלי,ובני בלהה שפחת רחל דן ונפתלי,NO
Genesis,35,26,ובני זלפה שפחת לאה גד ואשר אלה בני יעקב אשר ילד לו בפדן ארם,ובני זלפה שפחת לאה גד ואשר אלה בני יעקב אשר ילד לו בפדן ארם,NO
Genesis,35,27,ויבא יעקב אל יצחק אביו ממרא קרית הארבע הוא חברון אשר גר שם אברהם ויצחק,ויבא יעקב אל יצחק אביו ממרא קרית הארבע הוא חברון אשר גר שם אברהם ויצחק,NO
Genesis,35,28,ויהיו ימי יצחק מאת שנה ושמנים שנה,ויהיו ימי יצחק מאת שנה ושמנים שנה,NO
Genesis,35,29,ויגוע יצחק וימת ויאסף אל עמיו זקן ושבע ימים ויקברו אתו עשו ויעקב בניו,ויגוע יצחק וימת ויאסף אל עמיו זקן ושבע ימים ויקברו אתו עשו ויעקב בניו,NO
Genesis,36,1,ואלה תלדות עשו הוא אדום,ואלה תלדות עשו הוא אדום,NO
Genesis,36,2,עשו לקח את נשיו מבנות כנען את עדה בת אילון החתי ואת אהליבמה בת ענה בת צבעון החוי,עשו לקח את נשיו מבנות כנען את עדה בת אילון החתי ואת אהליבמה בת ענה בת צבעון החוי,NO
Genesis,36,3,ואת בשמת בת ישמעאל אחות נביות,ואת בשמת בת ישמעאל אחות נביות,NO
Genesis,36,4,ותלד עדה לעשו את אליפז ובשמת ילדה את רעואל,ותלד עדה לעשו את אליפז ובשמת ילדה את רעואל,NO
Genesis,36,5,ואהליבמה ילדה את יעיש [יעוש] ואת יעלם ואת קרח אלה בני עשו אשר ילדו לו בארץ כנען,ואהליבמה ילדה את יעיש [יעוש] ואת יעלם ואת קרח אלה בני עשו אשר ילדו לו בארץ כנען,NO
Genesis,36,6,ויקח עשו את נשיו ואת בניו ואת בנתיו ואת כל נפשות ביתו ואת מקנהו ואת כל בהמתו ואת כל קנינו אשר רכש בארץ כנען וילך אל ארץ מפני יעקב אחיו,ויקח עשו את נשיו ואת בניו ואת בנתיו ואת כל נפשות ביתו ואת מקנהו ואת כל בהמתו ואת כל קנינו אשר רכש בארץ כנען וילך אל ארץ מפני יעקב אחיו,NO
Genesis,36,7,כי היה רכושם רב משבת יחדו ולא יכלה ארץ מגוריהם לשאת אתם מפני מקניהם,כי היה רכושם רב משבת יחדו ולא יכלה ארץ מגוריהם לשאת אתם מפני מקניהם,NO
Genesis,36,8,וישב עשו בהר שעיר עשו הוא אדום,וישב עשו בהר שעיר עשו הוא אדום,NO
Genesis,36,9,ואלה תלדות עשו אבי אדום בהר שעיר,ואלה תלדות עשו אבי אדום בהר שעיר,NO
